Current Step,Time Remaining,Expected Temp,External Temp,Chamber Temp,Time
8,930,46.7,52.9,52.6,5593
8,913,45.7,51.9,51.5,5610
8,897,44.7,50.7,50.1,5627
8,880,43.7,49.4,48.5,5643
8,864,42.8,48.2,46.8,5660
8,847,41.8,47,45.3,5676
8,830,40.9,46,43.8,5693
8,814,39.9,45.2,42.5,5709
8,797,38.9,44.5,41.4,5726
8,781,38,43.7,40.4,5742
8,764,37,42.9,39.5,5759
8,748,36,42.1,38.5,5775
8,731,35,41,37.6,5792
8,715,34.1,39.9,36.4,5808
8,698,33.1,38.6,35.1,5825
8,682,32.2,37.1,33.6,5841
8,665,31.2,36.3,32.3,5858
8,649,30.2,35.6,31.1,5874
8,632,29.3,34.7,30.2,5891
8,615,28.3,33.9,29.3,5908
8,599,27.3,32.8,28.4,5924
8,582,26.4,31.6,27.4,5941
8,566,25.4,30.3,26.1,5957
8,549,24.5,29.1,25,5974
8,533,23.5,28.7,23.8,5990
8,516,22.5,27.6,22.8,6007
8,500,21.5,26.9,22,6023
8,483,20.6,25.8,21.2,6040
8,467,19.6,24.4,20.2,6056
8,450,18.6,22.8,19.1,6073
8,434,17.7,21.6,17.9,6089
8,417,16.7,20.8,16.8,6106
8,400,15.8,20,15.9,6123
8,384,14.8,19.4,15.1,6139
8,367,13.8,18,14.3,6156
8,351,12.8,16.5,13.3,6172
8,334,11.9,14.7,12.2,6189
8,318,10.9,13.6,10.9,6205
8,301,10,12.8,9.9,6222
8,285,9,12.3,8.9,6238
8,268,8,11.8,8.1,6255
8,252,7.1,10.7,7.4,6271
8,235,6.1,9.2,6.5,6288
8,219,5.1,7.6,5.3,6304
8,202,4.2,6.5,4.2,6321
8,185,3.2,5.7,3.1,6337
8,169,2.2,5,2.2,6354
8,152,1.3,4.1,1.4,6371
8,136,0.3,3.2,0.6,6387
8,119,-0.6,1.9,-0.3,6404
8,103,-1.6,0.7,-1.4,6420
8,86,-2.6,-0.6,-2.5,6437
8,70,-3.6,-1.3,-3.6,6453
8,53,-4.5,-2,-4.5,6470
8,37,-5.5,-3,-5.4,6486
8,20,-6.5,-4,-6.3,6503
9,840,-7,-5,-7.1,6519
9,823,-7,-5.6,-8,6536
9,807,-7,-5.1,-8.6,6552
9,790,-7,-4.5,-8.6,6569
9,774,-7,-4,-8.3,6586
9,757,-7,-3.7,-7.9,6602
9,741,-7,-3.8,-7.6,6619
9,724,-7,-4.2,-7.5,6635
9,708,-7,-4.6,-7.5,6652
9,691,-7,-5.1,-7.8,6668
9,675,-7,-5.7,-8.1,6685
9,658,-7,-6.1,-8.5,6701
9,642,-7,-6.2,-8.9,6718
9,625,-7,-6.2,-9.1,6734
9,608,-7,-5.9,-9.2,6751
9,592,-7,-5.8,-9.2,6767
9,575,-7,-5.5,-9,6784
9,559,-7,-5.5,-8.9,6800
9,542,-7,-5.5,-8.7,6817
9,526,-7,-5.5,-8.6,6834
9,509,-7,-5.5,-8.6,6850
9,493,-7,-5.6,-8.5,6867
9,476,-7,-5.6,-8.5,6883
9,460,-7,-5.6,-8.5,6900
9,443,-7,-5.7,-8.5,6916
9,427,-7,-5.7,-8.5,6933
9,410,-7,-5.7,-8.5,6949
9,394,-7,-5.7,-8.5,6966
9,377,-7,-5.7,-8.4,6982
9,360,-7,-5.7,-8.4,6999
9,344,-7,-5.7,-8.4,7015
9,327,-7,-5.7,-8.3,7032
9,311,-7,-5.7,-8.3,7049
9,294,-7,-5.8,-8.2,7065
9,278,-7,-5.8,-8.2,7082
9,261,-7,-5.7,-8.2,7098
9,245,-7,-5.8,-8.2,7115
9,228,-7,-5.6,-8.1,7131
9,212,-7,-5.8,-8.1,7148
9,195,-7,-5.6,-8,7164
9,179,-7,-5.6,-8,7181
9,162,-7,-5.8,-7.9,7197
9,145,-7,-5.6,-7.9,7214
9,129,-7,-5.6,-7.8,7230
9,112,-7,-5.6,-7.8,7247
9,96,-7,-5.6,-7.8,7264
9,79,-7,-5.6,-7.7,7280
9,63,-7,-5.6,-7.7,7297
9,46,-7,-5.6,-7.6,7313
9,30,-7,-5.6,-7.6,7330
9,13,-7,-5.6,-7.5,7346
10,1062,-6.4,-5.4,-7.5,7363
10,1045,-5.4,-5.4,-7.5,7379
10,1029,-4.4,-5.2,-7.4,7396
10,1012,-3.5,-4.9,-7.1,7412
10,996,-2.5,-4.6,-6.8,7429
10,979,-1.6,-3.4,-6.3,7445
10,963,-0.6,-1.7,-5.3,7462
10,946,0.4,0,-3.8,7478
10,930,1.3,1.5,-2.1,7495
10,913,2.3,2.7,-0.4,7511
10,897,3.3,3.7,1,7528
10,880,4.3,4.7,2.4,7545
10,864,5.2,6,3.7,7561
10,847,6.2,7.1,5.1,7578
10,830,7.1,8.1,6.4,7594
10,814,8.1,8.9,7.6,7611
10,797,9.1,9.8,8.5,7627
10,781,10,10.9,9.6,7644
10,764,11,11.9,10.5,7660
10,748,12,12.9,11.5,7677
10,731,12.9,13.9,12.5,7693
10,715,13.9,14.8,13.5,7710
10,698,14.8,15.8,14.6,7726
10,682,15.8,16.9,15.5,7743
10,665,16.8,17.9,16.5,7760
10,649,17.8,18.9,17.4,7776
10,632,18.7,19.9,18.4,7793
10,615,19.7,20.9,19.4,7809
10,599,20.7,21.9,20.4,7826
10,582,21.6,22.9,21.5,7842
10,566,22.6,23.7,22.7,7859
10,549,23.5,24.5,23.6,7875
10,533,24.5,25.4,24.5,7892
10,516,25.5,26.3,25.4,7908
10,500,26.5,27.2,26.3,7925
10,483,27.4,28.2,27.3,7941
10,467,28.4,29.1,28.2,7958
10,450,29.4,30.1,29.3,7974
10,434,30.3,31.1,30.2,7991
10,417,31.3,32,31.2,8007
10,400,32.2,33,32.2,8024
10,384,33.2,33.8,33.2,8041
10,367,34.2,34.8,34.1,8057
10,351,35.2,35.7,35.1,8074
10,334,36.1,36.7,36,8090
10,318,37.1,37.6,37,8107
10,301,38,38.6,38,8123
10,285,39,39.5,38.9,8140
10,268,40,40.5,39.8,8156
10,252,40.9,41.4,40.8,8173
10,235,41.9,42.4,41.8,8189
10,218,42.9,43.2,42.8,8206
10,202,43.8,44.3,43.7,8222
10,185,44.8,45.2,44.8,8239
10,169,45.8,46.1,45.7,8256
10,152,46.7,47,46.6,8272
10,136,47.7,48,47.6,8289
10,119,48.6,48.9,48.5,8305
10,103,49.6,49.9,49.6,8322
10,86,50.6,50.8,50.5,8338
10,70,51.6,51.9,51.5,8355
10,53,52.5,52.7,52.5,8371
10,36,53.5,53.7,53.5,8388
10,20,54.5,54.6,54.4,8404
11,840,55,55.4,55.4,8421
11,823,55,55.7,56.2,8437
11,807,55,55.6,56.7,8454
11,790,55,55.3,56.7,8471
11,774,55,55.2,56.5,8487
11,757,55,55.2,56.3,8504
11,741,55,55.4,56.2,8520
11,724,55,55.5,56.1,8537
11,708,55,55.5,56.1,8553
11,691,55,55.5,56.1,8570
11,675,55,55.6,56,8586
11,658,55,55.6,55.9,8603
11,641,55,55.6,55.8,8619
11,625,55,55.7,55.7,8636
11,608,55,55.7,55.7,8652
11,592,55,55.7,55.7,8669
11,575,55,55.7,55.7,8685
11,559,55,55.8,55.6,8702
11,542,55,55.7,55.6,8719
11,526,55,55.7,55.5,8735
11,509,55,55.7,55.5,8752
11,493,55,55.7,55.4,8768
11,476,55,55.7,55.4,8785
11,459,55,55.8,55.4,8801
11,443,55,55.7,55.4,8818
11,426,55,55.8,55.3,8834
11,410,55,55.8,55.3,8851
11,393,55,55.9,55.4,8867
11,377,55,55.9,55.3,8884
11,360,55,55.7,55.3,8900
11,344,55,55.8,55.3,8917
11,327,55,55.8,55.3,8933
11,311,55,55.8,55.2,8950
